Usuario;Coorporativa;soyvaldiviacl;latercera;elmostrador
ajeldrez;0.286352;0.251276;0.211097;0.251276
lapetitecuisi;0.241071;0.232143;0.258929;0.267857
mate_palfy;0;0;0;1
TyomAVANSKI;0.241071;0.276786;0.232143;0.25
Mauro95112262;0;0.366667;0;0.633333
mirarrazabal;0.198661;0.267113;0.287202;0.247024
paulodelgadoi;0.241071;0.252976;0.252976;0.252976
Hdecristo;0.228125;0.288393;0.215179;0.268304
isidoro29350120;0.289286;0.292857;0.207143;0.210714
elavaldivia;0.242857;0.285714;0.242857;0.228571
AnaDestuet;0.238839;0.290179;0.220982;0.25
alofredo;0;1;0;0
AGUILAAZU;0;1;0;0
hectormirandaa2;0.23474;0.292532;0.23474;0.237987
ohShotaShoto;0.221939;0.239796;0.257653;0.280612
saludarica;0.228571;0.257143;0.257143;0.257143
jorge_canals;0.283673;0.283673;0.213265;0.219388
rosariolagos;0.218314;0.258861;0.230129;0.292696
IdiomasUACh;0.218881;0.291562;0.227861;0.261696
BlasBoutaud;0.245671;0.268939;0.21645;0.268939
Rattlehead61;0.239796;0.239796;0.239796;0.280612
MarcelaAriztia;0;0;1;0
Lores0x;0.238839;0.28125;0.220982;0.258929
Edgardo_1986;0.242695;0.233766;0.251623;0.271916
vimorava;0;1;0;0
RuthJar16034811;0.254396;0.254396;0.212088;0.279121
cryptol0gy_es;0.203361;0.290756;0.271849;0.234034
IDD_edu;0;1;0;0
FerjJohanna;0.242857;0.285714;0.221429;0.25
valita2002clr;0.244643;0.266071;0.201786;0.2875
Lanzadoscl;0;0;0;1
Aleaguilar1954;0;0.296053;0.33114;0.372807
fdoandresml;0.257143;0.285714;0.207143;0.25
marissio53;0.247619;0.247619;0.22619;0.278571
RicardoArratiaJ;0.244048;0.291667;0.184524;0.279762
whynotsaint;0.247253;0.247253;0.197802;0.307692
maigualanz;0.252941;0.237605;0.222269;0.287185
catadlf;0.256181;0.280907;0.206731;0.256181
cbcitas;0.196429;0.276786;0.25;0.276786
andresjhvidal82;0.232143;0.291667;0.238095;0.238095
gatoscomunistas;0.257143;0.269048;0.216667;0.257143
ClimateBen;0.247619;0.284524;0.220238;0.247619
Pamcelab;0.271978;0.247253;0.208791;0.271978
PrensNemesis;1;0;0;0
90sdelire;0.241071;0.232143;0.241071;0.285714
meportoaClaroCL;0;0.64;0.36;0
JeanSpritzer;0;0;0;1
lakithianicole;0;0;0;1
AlertasTrabajo;0.253571;0.278571;0.223214;0.244643
canete_bruno;0;1;0;0
Fernand40380377;0.264286;0.207143;0.264286;0.264286
Pericles1060;0.257653;0.239796;0.221939;0.280612
crowded_steven;0.237095;0.283613;0.237095;0.242197
julioruizfer;0.666667;0.333333;0;0
guestvaldivia;0;1;0;0
AnalyticsVegan;0.236905;0.292262;0.22381;0.247024
BeatrizUrquejo;0;1;0;0
borguer20;0.25;0.276786;0.223214;0.25
Marcosmr10_RMCF;0.59;0;0;0.41
anitapetita;0;0;0;1
patcobahn;0;0.35;0;0.65
BigDeno_;0.285714;0.261905;0.208333;0.244048
RedChileGA;0.219852;0.24397;0.268089;0.268089
Gabo86373863;0.22987;0.27013;0.204221;0.295779
lamanator1972;0.260902;0.287594;0.227068;0.224436
andrefres97;0.233929;0.29375;0.210714;0.261607
_nicoriquelme_;0;1;0;0
srcontribuyent3;0.215561;0.284439;0.215561;0.284439
snake_noir;0.385338;0.419173;0;0.195489
valepan18;0.251276;0.251276;0.22449;0.272959
talybravolemus;0.252551;0.284439;0.26148;0.201531
MELLO_AIUTO;0.284439;0.23852;0.215561;0.26148
titoconcejaliqq;0.25;0.276786;0.223214;0.25
LeaFelisCatus;0.247024;0.287202;0.198661;0.267113
YaninoValpo;0.220982;0.279018;0.200893;0.299107
RBADUEL;0.252941;0.237605;0.222269;0.287185
PedroSn02621264;0.241071;0.290179;0.209821;0.258929
EnriqueNovoaG1;0.194683;0.258861;0.253759;0.292696
sebquinteros;0.231456;0.280907;0.231456;0.256181
paoladelatorre;0.232143;0.291667;0.238095;0.238095
sasosoly;0.212302;0.289683;0.240079;0.257937
JuanLuisCasCo;0.244643;0.266071;0.201786;0.2875
osakapopstar;0.25;0.25;0.25;0.25
consultoria_qr;0.256002;0.288715;0.213085;0.242197
RosaLizana4;0.214286;0.290476;0.22619;0.269048
Oscar78936722;0.237987;0.292532;0.23474;0.23474
CCMCespedes;0.228896;0.295455;0.206169;0.26948
fabiaan_campos;0.254329;0.295184;0.219426;0.231061
davidhijonro;0;0;0;1
Anmani_servicio;0.241071;0.279762;0.241071;0.238095
2604_leo;0;0;0;1
Violeta_Rivero_;0.257457;0.257457;0.208006;0.27708
125_marii;0.28125;0.21875;0.21875;0.28125
CarlosBand3;0.215179;0.298214;0.238393;0.248214
dontemistocles;0.237095;0.237095;0.237095;0.288716
Matt___Calvert;0.262987;0.251623;0.262987;0.222403
BorislavPapic;0;0;0;1
StArDucK_Newen;0.218537;0.264456;0.235544;0.281463
Info_Azul;0.212088;0.279121;0.254396;0.254396
EmilioCorMoreno;0.279082;0.240306;0.220918;0.259694
UpdyAbukar;0.260902;0.230639;0.217293;0.291165
zafra_miguel;0.258929;0.223214;0.258929;0.258929
origen2040;0.252941;0.290756;0.252941;0.203361
mimita2307;0.237987;0.292532;0.23474;0.23474
aylincoro;0;1;0;0
Emilia_Aprueba;0.218537;0.281463;0.218537;0.281463
GuerridoIvan;0.5;0;0;0.5
ihislanda1;0.313596;0.372807;0.313596;0
RienziFranco;0.275;0.292857;0.157143;0.275
MostoOlate;0.271849;0.271849;0.165546;0.290756
pinsantin;0.251276;0.22449;0.272959;0.251276
Andrea_Barrera_;0;0;0;1
LitaRossana11;0;1;0;0
GabyEsc08705145;0.280612;0.262755;0.17602;0.280612
pabloeterovic;0.241071;0.252976;0.27381;0.232143
VivianaGineth1;0.262987;0.269481;0.233766;0.233766
Llobre_Gats;0.270677;0.287594;0.2099;0.23183
20mTierraviva;0;1;0;0
JA7CDK;0.270658;0.289566;0.20098;0.238796
valesepulvedac;0.271978;0.221612;0.271978;0.234432
raquel_tabb_;0.236358;0.296029;0.233807;0.233807
El_patagonico;0.229592;0.284439;0.26148;0.22449
Luc1dLX;0.25;0.25;0.25;0.25
blueblu40251707;0.254396;0.212088;0.254396;0.279121
franfrz10;0;0;0.5;0.5
p8k82014;0.244048;0.291667;0.184524;0.279762
cupcakesvaldi;0.241497;0.296769;0.195578;0.266156
MinvuAntofa;0.243506;0.295455;0.202922;0.258117
CedricLASS;0.276786;0.241071;0.205357;0.276786
paulinitabelen1;0.254727;0.283613;0.215861;0.245798
Loreto65555663;0.237245;0.255102;0.216837;0.290816
jo_cattleya;0.249362;0.295281;0.216837;0.23852
AsmaAkter82;0;0;0;1
igna_rancgua;1;0;0;0
r_guerram;0;1;0;0
pato_hernandezm;0.263095;0.284524;0.22619;0.22619
FelipeSmides;0.229592;0.311225;0.229592;0.229592
DRISAPRE;0;0;0;1
ferescornejo;0.241497;0.218537;0.281463;0.258503
PatriciaFormas1;0.236905;0.289286;0.236905;0.236905
joscurt;0;0;0.35;0.65
ferrviveros;0;0;0;1
FratelloDeporte;0.243878;0.282653;0.236735;0.236735
trapShokK;0;0;0;1
nachoillmer;0.36;0.64;0;0
alarenasa;0.266071;0.266071;0.174107;0.29375
patito_2307;0.257143;0.228571;0.257143;0.257143
a_balcazar_m;0;0;1;0
ceppdi;0.251623;0.280844;0.233766;0.233766
nikahever;0.233442;0.292208;0.262987;0.211364
Caritto_herrera;0.253205;0.27793;0.234432;0.234432
AC_Barnechea;0.252551;0.293367;0.201531;0.252551
carrillo81;0.241071;0.267857;0.276786;0.214286
crilling;0.270089;0.28125;0.198661;0.25
paitoriveros;0.227679;0.25;0.227679;0.294643
BronsonReggie;0.266698;0.294063;0.172542;0.266698
Polabc;0.253205;0.27793;0.215659;0.253205
PRETORCHILE;0;0.59;0.41;0
Solopamirarnop1;0.287415;0.252551;0.218537;0.241497
DanielapuntoM;0.252941;0.290756;0.252941;0.203361
Kakarinrin;0.282004;0.294063;0.211967;0.211967
GianMCalla;0.230442;0.264456;0.229592;0.27551
MaceoManuel;0;1;0;0
EsquivelTatiana;0.233766;0.298701;0.233766;0.233766
dromovega1;0.286352;0.286352;0.19611;0.231186
Benjaaru;0.22449;0.27551;0.23852;0.26148
XCony1;0;0;0;1
pauladomus;0;1;0;0
EscuelaSindical;0.25;0.290179;0.209821;0.25
Charlie1tgy;0.229592;0.293367;0.206633;0.270408
TeTengoUnDato;0.267857;0.241071;0.258929;0.232143
guatonmaxell;0.241497;0.27551;0.207483;0.27551
almeida2808;0;0;0;1
marielapinuer;0.207983;0.283613;0.245798;0.262605
BNovusGTalento;0.231456;0.256181;0.231456;0.280907
realityisblurry;0.283883;0.259158;0.234432;0.222527
PAGG_reeves;0.245238;0.302381;0.22619;0.22619
teamboston;0.269048;0.236905;0.236905;0.257143
DragicaMikavica;0.229592;0.251276;0.272959;0.246173
Catherineam4;0;0;1;0
EinsteinNewton8;0.204762;0.265079;0.236905;0.293254
AvargasInvierte;0;0;0;1
The_Fide83;0;0;1;0
jmfrancoq;0.223214;0.227679;0.290179;0.258929
IndianDepartur1;0.275446;0.288393;0.187946;0.248214
JoseEnriqueMu16;0.268674;0.287582;0.190009;0.253735
pili_navarrete;0.227273;0.288961;0.241883;0.241883
aiparisangh;0;0;1;0
LuisVazar;0.207143;0.292857;0.207143;0.292857
Isaachardgay1;0.197802;0.258242;0.271978;0.271978
Jotavargas7;0;1;0;0
HelenaCarrasco_;0.25;0.242857;0.228571;0.278571
GGlobulomax;0.234694;0.25;0.219388;0.295918
PodcastBestCast;0.26148;0.284439;0.215561;0.23852
Leeresresistir1;0.229911;0.261161;0.290179;0.21875
Camilo_AV;0.229592;0.283673;0.22449;0.262245
jurgenmalakian;0.21962;0.301716;0.211387;0.267277
Eftimiraj1;0.372807;0;0.313596;0.313596
vnitv;0.35;0.65;0;0
Juan_Moreno_SIL;0.279121;0.279121;0.236813;0.204945
Jwheydon;0;1;0;0
sergio232;0.233766;0.251623;0.233766;0.280844
BrianABernhard;0;1;0;0
marion_rojas;0.241176;0.271849;0.203361;0.283613
_lunalibertad;0.220026;0.279974;0.279974;0.220026
TheBitter_;0.268141;0.237528;0.294785;0.199546
Ccabrera_24;0.255102;0.229592;0.290816;0.22449
cuccini;0.264706;0.292542;0.198004;0.244748
Daniell65731040;0;1;0;0
EliSalazar0204;0.22619;0.263095;0.22619;0.284524
Cristia66315668;0;0.67619;0;0.32381
123Jadecas;0;0;0;1
AnastasiaAlarc2;0.259259;0.222222;0.259259;0.259259
Zhipcode;0.23852;0.284439;0.215561;0.26148
AcMacara;0.271916;0.242695;0.242695;0.242695
Carolina_YanezC;0.256181;0.280907;0.231456;0.231456
RuthCabreraMol1;0.239796;0.280612;0.239796;0.239796
trincha2;0.296454;0.27148;0.163561;0.268504
tresiniciados;0.241071;0.290179;0.227679;0.241071
Christian_Guti8;0.267857;0.292857;0.267857;0.171429
coachinglaboral;0.25;0.25;0.25;0.25
solivarez;0.233418;0.27551;0.26148;0.229592
cserrami69;0;0;0;1
fco_javier_2414;0.252976;0.287202;0.192708;0.267113
claurojastoro;0.222527;0.271978;0.282967;0.222527
Qturistica;0.183333;0.290476;0.269048;0.257143
__NicoCastro;0.23852;0.26148;0.22449;0.27551
Francisco_Vega;0.239796;0.280612;0.239796;0.239796
DavidKohn2021;0.25;0.273809;0.184524;0.291667
TomasGonzales45;0.249008;0.285218;0.232887;0.232887
Chandru99382458;0.209707;0.283883;0.247253;0.259158
jaalvarez7;0.258929;0.272321;0.178571;0.290179
HunCib;0.201786;0.275;0.248214;0.275
Diego_79_89;0.27793;0.234432;0.234432;0.253205
nebur_ancamilla;0.257305;0.296672;0.178571;0.267451
LeticiaMG_86;0.241071;0.276786;0.241071;0.241071
mas_running;0;0;0;1
FuenteMardoqueo;0.259158;0.283883;0.259158;0.197802
ssmcen;0.27551;0.247449;0.201531;0.27551
IraciHassler;0.238796;0.287582;0.234827;0.238796
elcontrastecl;0;1;0;0
Josefinacine;0.266071;0.2875;0.223214;0.223214
Maricel2009;0;0;0.5;0.5
SoleBurgos_;0.258929;0.267857;0.241071;0.232143
Marcelo24482277;0.258861;0.287594;0.177766;0.275779
maidaurzua;0.26148;0.23852;0.284439;0.215561
jenianino;0;0.633333;0;0.366667
lauritha_cheer;0.185714;0.264286;0.264286;0.285714
GO__APP;0.232143;0.267857;0.205357;0.294643
lucianoflores_2;0;1;0;0
gydaustral;0;1;0;0
myriam_vldv;0.259158;0.271978;0.209707;0.259158
Mariapazfi;0;1;0;0
940afb52d2054af;0.274892;0.245671;0.245671;0.233766
Luis26332;0.5;0;0.5;0
DiegoArismend11;0.290179;0.270089;0.178571;0.261161
eluri80;1;0;0;0
carceoje;0.220238;0.291667;0.244048;0.244048
EnergiaTarapaca;0.311225;0.252551;0.183673;0.252551
williamconmar;0.266071;0.2875;0.223214;0.223214
gyfhithufbkkkhg;0.237605;0.287185;0.222269;0.252941
itseasyer;0.1875;0.241071;0.267857;0.303571
TodoDBZ7;0.252551;0.264456;0.195578;0.287415
Tobias81893768;0.285218;0.249008;0.232887;0.232887
Agustn78905595;0;0.633333;0.366667;0
TaniaEl19;0.263655;0.263655;0.189076;0.283613
Guiller58085184;0.195089;0.288393;0.255357;0.261161
elCalleCalle;0.214286;0.289286;0.248214;0.248214
Martxelo3;0.261905;0.285714;0.160714;0.291667
GermanStuve;0;1;0;0
joseignaciosa;1;0;0;0
jesualcaidei;0;0;0;1
jennette42;0.234432;0.27793;0.209707;0.27793
GeraltdeChile;0.280907;0.247253;0.240385;0.231456
alexis_casti;0.278613;0.291562;0.201963;0.227861
Ka_arya003;0.244748;0.22584;0.245798;0.283613
Karic79;0.27793;0.27793;0.234432;0.209707
Maxi_fitness;0;1;0;0
iturraazul;0.222527;0.234432;0.259158;0.283883
DaniloCarvaja20;0.288715;0.256002;0.190576;0.264706
VSinCola;0;1;0;0
NanBrasil;0.210714;0.284524;0.278571;0.22619
ElkemPuja;0.259694;0.243878;0.213775;0.282653
MohammadBsl;0.163165;0.276611;0.264706;0.295518
RobertoELeonR;1;0;0;0
catalinaonate_;0.254396;0.254396;0.212088;0.279121
sonim880;0.285714;0.285714;0.214286;0.214286
MariaEs75549772;0.22449;0.290816;0.22449;0.260204
Crisruiztagle;0.239796;0.239796;0.239796;0.280612
ElWalkerBulldog;0.204762;0.257143;0.247619;0.290476
gamboa_aleja;0.268089;0.24397;0.219852;0.268089
MaterDignaChile;0;0.375;0.3125;0.3125
JESS63486393;0.245671;0.262987;0.222403;0.268939
cristinah_85;0;1;0;0
fmisangre;0.241497;0.22449;0.252551;0.281463
diegobc1002;0.254699;0.305451;0.219925;0.219925
paulomunozr;0.201531;0.258503;0.258503;0.281463
Kromatix4;0.22449;0.290816;0.242347;0.242347
Tito_Alarcon_C;0.256181;0.280907;0.231456;0.231456
matt_deter;0;1;0;0
EmblematicosUni;0.224588;0.280907;0.247253;0.247253
ghasfsgs;0.236264;0.296703;0.233516;0.233516
AndresAnjoma;0.245671;0.268939;0.21645;0.268939
valecumbiambera;0;1;0;0
MarjorieValle18;0.247253;0.280907;0.231456;0.240385
elyeyetele;0.215561;0.26148;0.247449;0.27551
F33tlov3r1;0.257305;0.296672;0.178571;0.267451
carlosv28209346;0.241071;0.290179;0.241071;0.227679
MauroAvila;0;1;0;0
abastarrica;0.272959;0.246173;0.251276;0.229592
carlosguerra53;0.231696;0.268304;0.215179;0.284821
veravisidora;0.292857;0.264286;0.221429;0.221429
voluntadferrea;0.41;0.59;0;0
clauxvargas;0.222269;0.287185;0.237605;0.252941
CExterno;0.253205;0.27793;0.215659;0.253205
Francis00345554;0.260084;0.290756;0.177311;0.271849
pegasenturismo;0.227273;0.288961;0.241883;0.241883
romell567;0.241071;0.276786;0.241071;0.241071
vazm28;0.238393;0.298214;0.238393;0.225
soyelricarde;0;0.392105;0.344737;0.263158
reconectachile;0;1;0;0
LoretoCarmonaGo;0.254699;0.287594;0.203008;0.254699
Leslie_Quezada;0;0.6;0;0.4
lilita_fernanda;0;1;0;0
cokeinaa;0.22449;0.27551;0.247449;0.252551
Juancn008;0.22763;0.296703;0.230573;0.245094
VeroBustamanteS;0.223214;0.25;0.276786;0.25
Matucana100;0;1;0;0
alita_ob;0.293254;0.265079;0.220833;0.220833
juliomario55555;1;0;0;0
Pinporrison;0.279975;0.26148;0.197066;0.26148
LeeMktOnline;0.223289;0.269808;0.218187;0.288715
OFN64;0;0;0;1
Nickcarter_fans;0.212798;0.252976;0.247024;0.287202
denise_konig;0.247253;0.240385;0.289835;0.222527
7606_9;0;0;0;1
AlcainJose;0.209484;0.288715;0.237095;0.264706
luestradadivem1;0.195089;0.268304;0.288393;0.248214
ukelatinno;0.294388;0.262245;0.219133;0.224235
emergenciiqq;0.23183;0.293546;0.259712;0.214912
alarconricardo;0;0;0;1
anasaldiviam;0.228571;0.257143;0.228571;0.285714
Markuta;0.236288;0.286352;0.251276;0.226084
casatoledo;0.235268;0.28125;0.215179;0.268304
Taa7110;0.254396;0.279121;0.236813;0.22967
brunobettati;0;1;0;0
vidal_milla;0;0.573333;0;0.426667
shotawithagun;0;0;0;1
Anamuga;0;0;0.5;0.5
_Cxrdigan;0.223214;0.223214;0.258929;0.294643
MistyLady4;0;0.633333;0.366667;0
mop_nuble;0;1;0;0
94d9ee20498f45a;0;0;0.4;0.6
79_veterano;0.280612;0.239796;0.19898;0.280612
Naty_Patriota;0.269048;0.257143;0.204762;0.269048
Sabrina9y6p;0;0.285714;0.357143;0.357143
JLRuminado;0.248052;0.27013;0.211688;0.27013
LeyAmordePapa;0.245238;0.302381;0.22619;0.22619
GraficasGaspar;0;1;0;0
maryrob75687177;0.234211;0.253759;0.224436;0.287594
OrdenesRamos;0.195578;0.294785;0.22619;0.283447
ImTheDude00;0.238796;0.287582;0.234827;0.238796
Aois53263199;0;1;0;0
m4uroalbo;0.242695;0.271916;0.242695;0.242695
MeatclickBot;0.247253;0.283883;0.259158;0.209707
Ianthee;0.22619;0.266156;0.213861;0.293793
KittyCeroni;0.235714;0.267347;0.213265;0.283673
CatalanSa;0.229592;0.287415;0.218537;0.264456
neumann_alberto;0.220238;0.297619;0.223214;0.258929
lunavalenzuelag;0.241497;0.241497;0.235544;0.281463
observaelearn;0;0;1;0
Daniel50620129;0.236905;0.292262;0.22381;0.247024
IvanTorresTVN;1;0;0;0
arnauvivesjuan;0.205357;0.267857;0.294643;0.232143
ppcoppa;1;0;0;0
ParcialN;0;0;1;0
CompostClay;0;1;0;0
darine1234;0;0;0;1
capastor18;0;0;0;1
Tomas_0lguin;0.22763;0.296703;0.230573;0.245094
_ingratoo;0;0;0;1
HarveyDennis;0.21645;0.245671;0.245671;0.292208
licantropo43;0;0;0;1
SuperTankerCHL;0.4;0;0;0.6
liricascruzadas;0.223214;0.223214;0.258929;0.294643
CamiACasanovaM;0;1;0;0
PechugaBrava;0.263636;0.292532;0.180195;0.263636
JfRusell;0.247253;0.247253;0.221612;0.283883
matbarr1;0.247253;0.26511;0.197802;0.289835
ongictiologica;0.193878;0.290816;0.272959;0.242347
cristinarojas77;0.25;0.297619;0.22619;0.22619
tamara_tadich;0.218537;0.281463;0.258503;0.241497
MarcelaHicks;0.25;0.25;0.227679;0.272321
Ya_SushiAtiende;0.241071;0.285714;0.214286;0.258929
Worrissey;0.293367;0.252551;0.206633;0.247449
AcLiseth;0.204762;0.263095;0.284524;0.247619
NicoBohme;0.272321;0.272321;0.205357;0.25
perceptum;0.240284;0.288078;0.235819;0.235819
libre7711;0.236288;0.286352;0.191008;0.286352
AlgarroboNews;0.262987;0.251623;0.251623;0.233766
criticagourmet;0.293478;0.272671;0.223913;0.209938
OmarAre50751501;0.253571;0.244643;0.214286;0.2875
sonanzaclub;0.284439;0.252551;0.210459;0.252551
monyromanp;0;0.642857;0.357143;0
Peter_trainers;1;0;0;0
U_Academia;0;1;0;0
RINGO3B;0;0.6;0;0.4
Abogados_Chile;0.234432;0.253205;0.234432;0.27793
CLAUDIO_MEZZA;0.233766;0.262987;0.233766;0.269481
robervsqz;0.22449;0.290816;0.242347;0.242347
F_I_C_A;0.257143;0.269048;0.204762;0.269048
rodrigoboladosp;0.22619;0.22619;0.291667;0.255952
risove_;0.234375;0.285714;0.25;0.229911
cj_astudillo;0.220865;0.287594;0.245771;0.245771
lorcampest;0.241071;0.276786;0.205357;0.276786
davidRoaS77;0;0;0;1
yiyasun;0.293546;0.23183;0.214912;0.259712
MintrabAraucani;0;1;0;0
Rojomalaka;0.253205;0.234432;0.27793;0.234432
NGobernadora;0;1;0;0
IgnacioWalter11;0.204082;0.280612;0.239796;0.27551
gonzalotalavera;0.222496;0.302237;0.203305;0.271962
manuel_guerrero;0.217293;0.260902;0.230639;0.291165
seba1_18;0.237095;0.288715;0.223289;0.2509
brekval1;0.237987;0.292532;0.23474;0.23474
joseandresfaria;0;1;0;0
hozkar_;0;0.35;0;0.65
Ivania92150907;0.240306;0.294388;0.240306;0.225
wnqla;0.22302;0.29571;0.234763;0.246506
jpalummo;0;1;0;0
matias23495807;0.272727;0.272727;0.181818;0.272727
Janis48755978;0.228853;0.287594;0.228853;0.254699
CharlitoCastle;0.255357;0.288393;0.228125;0.228125
carcamofelipe;0.269048;0.269048;0.192857;0.269048
RoadImprenta;0.284439;0.26148;0.215561;0.23852
elepicentro;0.241497;0.281463;0.235544;0.241497
magda_guip;0.258929;0.223214;0.258929;0.258929
DALPONTE_chile;0.282967;0.271978;0.222527;0.222527
otrapelienta;0.220918;0.266837;0.229592;0.282653
JadueALaMoneda;0.208163;0.283673;0.22449;0.283673
ClauMascayano;0;1;0;0
gato7235;0;0;0;1
SpainCrane;0.273191;0.29731;0.21475;0.21475
Davidbr72338260;0.378947;0;0.310526;0.310526
javier_oliveros;0.252551;0.259694;0.205102;0.282653
FcoFantini;0.242695;0.271916;0.242695;0.242695
fac_uach;0.212662;0.288961;0.227273;0.271104
Carojesusgodoy;0.333333;0;0.333333;0.333333
Potrabas;0.22763;0.296703;0.230573;0.245094
marfaqmusic;0.199534;0.302407;0.260481;0.237578
MunozYariza;0.236813;0.254396;0.271978;0.236813
RHollmann;0.216912;0.288078;0.22584;0.26917
softlov_e;0.227679;0.258929;0.223214;0.290179
Javiruizm_;0.235819;0.288078;0.240284;0.235819
Eneatipo7;0.219925;0.265664;0.226817;0.287594
Raizfabatia;0.261161;0.258929;0.198661;0.28125
haniiiii_h;0;0;1;0
bauldehojas;0.201786;0.266071;0.244643;0.2875
elcazafarsantes;0.214286;0.276786;0.241071;0.267857
VaccaroFuller;0.258503;0.281463;0.201531;0.258503
Jaabitch;0.240284;0.288078;0.235819;0.235819
eduardocubano;0;1;0;0
Pvegareyes;0;0.59;0;0.41
AmDiezMartinez;0.197802;0.271978;0.26511;0.26511
EduardoEspina;0.280612;0.239796;0.19898;0.280612
ElArlequin1;0.22449;0.290816;0.242347;0.242347
Akinwaleebeneze;0.228084;0.296672;0.217938;0.257305
MANUELVILLACIS;0.22449;0.290816;0.22449;0.260204
javiera44709928;0.234432;0.27793;0.234432;0.253205
PathoGiann;0;0.41;0;0.59
isaic_david;0.204762;0.284524;0.263095;0.247619
Bordaa12;0.251275;0.294388;0.214031;0.240306
baza_bokar;0.240909;0.218831;0.27013;0.27013
EroAmia;0.235714;0.278571;0.207143;0.278571
Cataeltit;0.296176;0.241703;0.205808;0.256313
RubiaAmoorim;0.227679;0.258929;0.223214;0.290179
otterlyhuman;0.283036;0.261607;0.227679;0.227679
comuncienciamx;0.35;0.65;0;0
AlxSCM;0;0.35;0;0.65
SSMusleh;0;1;0;0
rodriguezmoraa8;0;0.633333;0;0.366667
JOHNHATE;0.22619;0.300595;0.186012;0.287202
TramitameYumi;0.22619;0.291667;0.208333;0.273809
AxoneDayna;1;0;0;0
Rodrigochacon5;0;1;0;0
50Viejo;0.286352;0.251276;0.211097;0.251276
mosqueira_sara;0.208036;0.255357;0.248214;0.288393
OscarAlexiJere1;0.234375;0.285714;0.25;0.229911
diebotero;0;0;0;1
GrupoCongreso;0.217533;0.269481;0.217533;0.295455
BareFlaco;0;0;0.366667;0.633333
SergioGarro7;0.242695;0.271916;0.242695;0.242695
aracely_jacke;0.247253;0.283883;0.209707;0.259158
inmovicaba;0;0;0;1
CieloMensajes;0.270089;0.290179;0.178571;0.261161
unLibertario1;0.233929;0.29375;0.222321;0.25
ComunidadCivi;0.222269;0.287185;0.237605;0.252941
coockiesz;0.242695;0.271916;0.242695;0.242695
Ghostblack305;0.26148;0.284439;0.252551;0.201531
LuisMesina1;0.247619;0.284524;0.220238;0.247619
janedebarros;0;1;0;0
martinezhuenchu;0.243878;0.282653;0.236735;0.236735
Angelit47871777;0.241497;0.281463;0.235544;0.241497
Pavisparbelum;0.244643;0.244643;0.223214;0.2875
IsiAlvarez11;0.223214;0.25;0.241071;0.285714
Jardin_Japones;0.228125;0.288393;0.215179;0.268304
Rodrial26;0.259694;0.282653;0.243878;0.213776
Ana_ValenzuelaG;0.241071;0.285714;0.232143;0.241071
monicagdepil;1;0;0;0
psicfsaenz;0.22619;0.263095;0.22619;0.284524
Lasodapop;0.251276;0.286352;0.231186;0.231186
rq_HH;0.254396;0.279121;0.22967;0.236813
migacavs;0;0.633333;0;0.366667
jorqueradechile;0.236905;0.289286;0.236905;0.236905
socialfarma;0;0.279426;0.398086;0.322488
denunciamaipu20;0.25;0.309524;0.178571;0.261905
melacaceres;0;0.407895;0.296053;0.296053
Javgallardo16;0.4;0;0;0.6
losdemarin;0;0;1;0
YaniPsicoloca;0.271849;0.290756;0.191597;0.245798
ValePinto_O;0.244643;0.244643;0.223214;0.2875
_Crow_one;0.218537;0.281463;0.258503;0.241497
danisajopiaoliv;0;0;1;0
Nico_Marquez1;0.260902;0.230639;0.217293;0.291165
OscarCr29314478;0.285218;0.249008;0.180556;0.285218
YonnixxxRuiz;0.219888;0.283613;0.238796;0.257703
farma_oficial;0.241497;0.281463;0.235544;0.241497
Azzarho;0.245671;0.274892;0.233766;0.245671
PipeHenriquezO;0.266071;0.266071;0.201786;0.266071
lacarolavpavez;0;0.642857;0.357143;0
CatricheoMendez;0.357143;0.642857;0;0
