followee;follower;id_followee;id_follower;followee_count;followers_count
tamcita_meneses;leo_flowers100;1900;3038;2674;2681
hugoradu;leo_flowers100;5320;3038;2674;2681
dachilenito;chamilogajardo;779;11332;1356;394
eduaops;chamilogajardo;30550;11332;1356;394
dachilenito;elisa7j;779;5212;5852;5360
fae_sur;elisa7j;1858;5212;5852;5360
Vivianazu;elisa7j;16602;5212;5852;5360
dachilenito;RRespaldo3;779;17902;4998;1665
dachilenito;Enrique20094;779;32185;4258;3634
MarioManriquezL;Enrique20094;1114;32185;4258;3634
PaulaRosso7;Enrique20094;1854;32185;4258;3634
Ivanhoe_74;Enrique20094;36570;32185;4258;3634
dachilenito;Oscar80296084;779;7430;78;44
dachilenito;nikigc;779;41058;5060;5610
cerecedacastro;nikigc;1268;41058;5060;5610
AdanMan6;nikigc;1372;41058;5060;5610
Adri_Moreno17;nikigc;1597;41058;5060;5610
VitocoAgro;nikigc;2882;41058;5060;5610
dachilenito;Ai_karlita;779;21007;807;308
dachilenito;Anapv40239391;779;32902;667;1128
dachilenito;Fanny19608897;779;31117;1902;1321
MIGUELA89797689;Fanny19608897;1528;31117;1902;1321
dachilenito;didiernowhere;779;18743;521;134
jarpa;didiernowhere;10458;18743;521;134
dachilenito;bacigalupe;779;15978;6000;49497
PatriciaCocq;bacigalupe;1113;15978;6000;49497
layla__osman;bacigalupe;2368;15978;6000;49497
Taty_Cheausu;bacigalupe;20454;15978;6000;49497
dachilenito;sol75805721;779;14184;2477;2471
dachilenito;1982_vito46;779;33935;5003;4040
dachilenito;JulieFloresP;779;11330;1307;1351
bahamondemanuel;JulieFloresP;3011;11330;1307;1351
polisteichon;JulieFloresP;14387;11330;1307;1351
tome_reinel;JulieFloresP;10376;11330;1307;1351
dachilenito;francia_jofre;779;5772;1209;923
gonzalo_castill;francia_jofre;1413;5772;1209;923
GaboPereiraGP;francia_jofre;6642;5772;1209;923
dachilenito;yannydiazc;779;11465;1772;1804
CastrosCristy;yannydiazc;1120;11465;1772;1804
anacmartinezp;yannydiazc;30503;11465;1772;1804
hugoanfonso;yannydiazc;3884;11465;1772;1804
RosesPole;yannydiazc;28940;11465;1772;1804
dachilenito;leolavin;779;29898;3620;1467
Eduardo59142;leolavin;39698;29898;3620;1467
dachilenito;claudioapruebo5;779;10627;4997;3952
edozamorac;claudioapruebo5;1230;10627;4997;3952
Adri_Moreno17;claudioapruebo5;1597;10627;4997;3952
DanielOjedaS;claudioapruebo5;1790;10627;4997;3952
TocadorCL;claudioapruebo5;24532;10627;4997;3952
dachilenito;JoelAlexander40;779;10380;2437;504
dachilenito;soyelchevi;779;25954;3961;4415
dachilenito;ChaSquEada;779;39412;1317;1413
surchileventos;ChaSquEada;28427;39412;1317;1413
Grafton_Chile;ChaSquEada;10519;39412;1317;1413
dachilenito;KattoLee;779;19142;155;69
wowowfaucet;KattoLee;10658;19142;155;69
falkonevt;KattoLee;34521;19142;155;69
dachilenito;CsarAntoniovar3;779;16131;4606;5814
edozamorac;CsarAntoniovar3;1230;16131;4606;5814
AryaStark666;CsarAntoniovar3;2277;16131;4606;5814
dachilenito;canibalidoso;779;39382;3743;1619
dachilenito;Maritaalten;779;32340;4997;3441
dachilenito;Poeta_HoChiMinh;779;32548;1557;868
dachilenito;CataVicR;779;20256;4251;3451
camus_beto;CataVicR;35010;20256;4251;3451
dachilenito;AlvaroFigueroa;779;13355;545;267
emanuelhp1987;AlvaroFigueroa;14201;13355;545;267
CentroOceano;AlvaroFigueroa;29973;13355;545;267
dachilenito;Moni_mumm;779;10782;5047;5255
cerecedacastro;Moni_mumm;1268;10782;5047;5255
AdanMan6;Moni_mumm;1372;10782;5047;5255
gonzalo_castill;Moni_mumm;1413;10782;5047;5255
bahamondemanuel;Moni_mumm;3011;10782;5047;5255
TeresitaQuittne;Moni_mumm;35029;10782;5047;5255
dachilenito;LaBrujadel42;779;28060;972;707
dachilenito;SexPaisleigh;779;35928;3805;515
fsalgadopino;SexPaisleigh;7540;35928;3805;515
dachilenito;Dani_Austen;779;14682;731;545
dachilenito;PietroPinilla;779;20154;855;567
THEBAN_30;PietroPinilla;25508;20154;855;567
ibegtodream;PietroPinilla;25261;20154;855;567
mj_faureninoles;PietroPinilla;34587;20154;855;567
dachilenito;_______Funkaza;779;13254;2214;3011
dachilenito;LachefCarola;779;27369;2186;3120
total_cambio;LachefCarola;1758;27369;2186;3120
643Peralta;LachefCarola;26638;27369;2186;3120
dachilenito;AzocarEnrrique;779;33685;306;238
somoscuriosos8;AzocarEnrrique;31471;33685;306;238
dachilenito;Criscastl_71;779;18021;1382;243
AlvaroSeguel5;Criscastl_71;31749;18021;1382;243
dachilenito;KakarotodeFruna;779;17785;2615;1891
sand_duran;KakarotodeFruna;1743;17785;2615;1891
_justLarissa_;KakarotodeFruna;5064;17785;2615;1891
dachilenito;JoseIgnacioNet;779;16780;1326;705
dachilenito;cgarciado;779;38667;7943;10600
Son15Letras;cgarciado;18789;38667;7943;10600
dachilenito;msaaved;779;14195;938;496
dachilenito;Buhomorita;779;25988;4013;3504
dachilenito;Naes774;779;29346;2560;2550
SergioM42500923;Naes774;2797;29346;2560;2550
jecho3k;Naes774;36367;29346;2560;2550
dachilenito;LUISNARVAEZ;779;20787;1447;2003
TRSanClemente;LUISNARVAEZ;7070;20787;1447;2003
dachilenito;lasinvoz;779;29144;4680;5156
pavegodo;lasinvoz;1172;29144;4680;5156
MarcosVivanco5;lasinvoz;1836;29144;4680;5156
a_concha;lasinvoz;32991;29144;4680;5156
dachilenito;Sol90368694;779;25243;1454;1054
PilarGinesta;Sol90368694;27381;25243;1454;1054
dachilenito;MercurymusicCL;779;27548;766;762
MileidaPirela;MercurymusicCL;822;27548;766;762
dachilenito;londinium_33;779;25377;992;853
NatyiLuis;londinium_33;40284;25377;992;853
dachilenito;valevivanc0;779;41395;5149;6553
Patricioleivah1;valevivanc0;2424;41395;5149;6553
dachilenito;lamasvania;779;32855;668;575
dachilenito;Beba58681345;779;40360;3272;1246
OsvaldoJara22;Beba58681345;5778;40360;3272;1246
dachilenito;andreselhueso;779;15076;1115;640
Marco96502478;andreselhueso;1269;15076;1115;640
analiaenergia;andreselhueso;28830;15076;1115;640
dachilenito;Nortina_;779;4234;902;846
_corca;Nortina_;6673;4234;902;846
dachilenito;arthurchileno;779;32262;573;503
dachilenito;nelsiborquez;779;29232;567;232
Luciaa02404;nelsiborquez;36943;29232;567;232
dachilenito;Andres29294472;779;36479;2807;2368
the_susiitha;jaimelobos_c;781;39527;265;127
the_susiitha;ChileADF;781;39070;448;187
the_susiitha;pedrotilleria;781;37493;767;421
the_susiitha;gestionlegalcl;781;39996;586;38
militanteizq1;gestionlegalcl;9344;39996;586;38
the_susiitha;CrisCaroC;781;27668;80;41
the_susiitha;VarasPf;781;8416;35;12
the_susiitha;Marisolodette;781;27406;57;19
xPollyMcbride;Marisolodette;5241;27406;57;19
Alejand45432069;Marisolodette;10986;27406;57;19
DmenTe_Cz;Marisolodette;29727;27406;57;19
the_susiitha;socrarcos;781;41497;140;23
the_susiitha;Zh3ro0;781;39028;3067;2572
Juanelo50911610;allride_app;782;5826;1582;667
jcmr2009;allride_app;1196;5826;1582;667
Jasnarline;allride_app;10545;5826;1582;667
Juanelo50911610;manuconstituye;782;5943;1052;1283
OFAPP1;manuconstituye;1949;5943;1052;1283
RalGuti95886940;Patrici78810436;783;25812;26;1
MALVAREZLAPA;Patrici78810436;25288;25812;26;1
RalGuti95886940;MatiasGoddard;783;12396;636;541
javiera_2714;MatiasGoddard;9252;12396;636;541
RalGuti95886940;Nayan_Naitxer;783;31626;36;1
NarcizoNaysha;Nayan_Naitxer;5131;31626;36;1
Acuario3092;Nayan_Naitxer;11512;31626;36;1
RalGuti95886940;SamirHe01060440;783;16669;104;6
os08car59;SamirHe01060440;3645;16669;104;6
Nicole31600480;SamirHe01060440;226;16669;104;6
RalGuti95886940;Patrici65020760;783;37724;11;1
RalGuti95886940;SP_GF_;783;10611;55;1
RalGuti95886940;Nayan_Dacero;783;26876;42;20
Joluismartinca1;Nayan_Dacero;18412;26876;42;20
RalGuti95886940;aupb_;783;28808;62;29
valdiviapashott;aupb_;2126;28808;62;29
Avo_Rodriguez;aupb_;37615;28808;62;29
Andinostt;guilpenj;785;6307;2630;415
Andinostt;SadieDa43544034;785;36608;1120;53
Andinostt;StatkraftChile;785;40899;65;175
Andinostt;Yosi_Andrade;785;16449;247;34
don_Demerzel;Yosi_Andrade;7548;16449;247;34
Andinostt;GestoresLosLago;785;15255;254;105
Tito_Casado;GestoresLosLago;34288;15255;254;105
Andinostt;MujeresSur;785;13873;1292;667
RobertoCadagan;MujeresSur;2844;13873;1292;667
Donvajon;MujeresSur;14695;13873;1292;667
Andinostt;Admiralraymond1;785;33710;4101;689
memitoolmos;Admiralraymond1;2605;33710;4101;689
Andinostt;econtinuauct;785;4419;478;354
Andinostt;JuventudFLACSO;785;3650;182;751
yessicacistern2;JuventudFLACSO;7618;3650;182;751
Andinostt;heartacide;785;7456;1116;56
PaolaAlen2;heartacide;34835;7456;1116;56
pancheshigh;heartacide;28973;7456;1116;56
Andinostt;CDR_UCTemuco;785;4581;2829;761
Juancar95567051;CDR_UCTemuco;1929;4581;2829;761
Andinostt;CiesasGolfo;785;10701;1266;2254
CeYarnold;CiesasGolfo;19684;10701;1266;2254
Andinostt;Dichoschilenos;785;5952;4751;4101
JimeBd;Dichoschilenos;31331;5952;4751;4101
XjossX;Dichoschilenos;18283;5952;4751;4101
Andinostt;mcerdaflores;785;18682;399;91
Andinostt;Morgana78316460;785;17067;323;36
Andinostt;intawi_cl;785;10594;242;139
ChantalRiquelme;intawi_cl;1729;10594;242;139
AdvanceAPC;intawi_cl;37389;10594;242;139
FRAU_KOMISCH;intawi_cl;5112;10594;242;139
Andinostt;MoviesLo;785;9852;700;821
Andinostt;Antropomedia;785;14349;1469;2529
lorenalba_puq;Antropomedia;7895;14349;1469;2529
Andinostt;ositabrisagual;785;33366;70;2
Andinostt;MintrabAraucani;785;22721;592;2160
Andinostt;BambuMedicalSpa;785;24901;1373;701
MariLonghiTwitt;BambuMedicalSpa;2364;24901;1373;701
Andinostt;humanidadesufro;785;4884;1276;1877
Andinostt;catalogoverde;785;37259;1625;1729
valeriestylik;catalogoverde;14650;37259;1625;1729
Andinostt;BibliotecasUCT;785;27028;576;732
Andinostt;FEPACOM;785;16834;495;555
yordaniaAltamio;FEPACOM;37468;16834;495;555
sam_chn2;FEPACOM;37954;16834;495;555
Andinostt;pintate_las;785;24045;698;417
Maximil21422603;pintate_las;20911;24045;698;417
Andinostt;CIEMUFRO;785;34889;548;290
mop_rm;CIEMUFRO;21797;34889;548;290
Andinostt;pconsonrisa;785;26595;1117;1304
Shincho_Bungei;pconsonrisa;22117;26595;1117;1304
Andinostt;AitorMCuriel;785;31416;1142;861
Andinostt;javi_mateo;785;25989;1621;2116
Andinostt;BostonArte;785;35288;1887;862
Andinostt;kike_orrego;785;8308;8356;9915
Mercede94104401;kike_orrego;5659;8308;8356;9915
Andinostt;Pspractico;785;25482;1713;951
Verogato12;Pspractico;38752;25482;1713;951
Andinostt;LUViajaPorChile;785;35921;2701;2412
PeterZaitsev;LUViajaPorChile;38403;35921;2701;2412
Andinostt;moret_jordi;785;30344;1765;680
Andinostt;TeatroCamino;785;9476;1510;15006
asitem_2;TeatroCamino;23286;9476;1510;15006
Andinostt;20mTierraviva;785;22421;4931;7543
Andinostt;danielromanonet;785;10091;28211;42764
Andinostt;ArteAzul_Chile;785;19848;1686;1448
Andinostt;ChileViaje;785;39315;2412;5686
BartolodelPoni;ChileViaje;38281;39315;2412;5686
Andinostt;CulturaGlam;785;33090;1804;1332
Andinostt;Musicachilenacl;785;40480;3725;44691
Andinostt;Donnaantoniadis;785;39204;75798;82550
josefinaob;Donnaantoniadis;16224;39204;75798;82550
Andinostt;jcbikesm;785;8618;1414;545
martom_;jcbikesm;11649;8618;1414;545
Andinostt;justinsears;785;11686;35156;53524
APDI2TOCUYITO41;justinsears;33953;11686;35156;53524
Andinostt;AgenciaPraga;785;19347;3387;3757
essbio;AgenciaPraga;20320;19347;3387;3757
MAlORDORJ;AgenciaPraga;37607;19347;3387;3757
Andinostt;uchile;785;25171;54170;232881
monicaloreto;uchile;1322;25171;54170;232881
SergioLRSD;uchile;2236;25171;54170;232881
AlejandroAcua5;uchile;2366;25171;54170;232881
Edurod1105;uchile;2931;25171;54170;232881
BlurChile;uchile;12279;25171;54170;232881
cristian3035;uchile;39618;25171;54170;232881
DinaRent;uchile;17742;25171;54170;232881
Andinostt;OJazzC;785;15311;20965;20847
ChiloeNews;OJazzC;5795;15311;20965;20847
Andinostt;Bion3Chile;785;16280;1008;380
Andinostt;humanityhealing;785;18446;12538;46199
OmbligosPelusas;humanityhealing;21514;18446;12538;46199
Morbosopuertom1;humanityhealing;39498;18446;12538;46199
Andinostt;RedBiobio;785;3852;13966;41277
elicene;RedBiobio;4154;3852;13966;41277
Aviation_Intell;RedBiobio;10964;3852;13966;41277
Andinostt;TodoMasaje;785;17158;2088;767
Andinostt;allpeim;785;36174;440404;433280
Edurod1105;allpeim;2931;36174;440404;433280
SedeUACh;allpeim;13890;36174;440404;433280
Andinostt;CatedrasLibres;785;11734;1860;796
Andinostt;JVeloso_CL1;785;39061;1352;1318
Andinostt;Accionlila;785;33233;372;135
Andinostt;viajesfalabella;785;35313;6037;14418
Andinostt;TecnochileSA;785;3702;1453;460
Rodrigo456000;TecnochileSA;31943;3702;1453;460
Andinostt;SparkHotelesIqq;785;25714;1817;864
Andinostt;RockDiaguita;785;6261;3517;3117
Jeannette1201;RockDiaguita;7598;6261;3517;3117
UAMCC;RockDiaguita;17211;6261;3517;3117
Andinostt;recitalcl;785;32167;6137;45968
pavilam;recitalcl;13215;32167;6137;45968
Andinostt;jorgecist;785;13186;8257;7326
Andinostt;mujeretc;785;10824;1213;1350
Andinostt;Enjoy_Santiago;785;40109;7629;13416
angelotierno82;Enjoy_Santiago;30262;40109;7629;13416
Andinostt;UnoGdl;785;4676;380;110
Andinostt;TEMUCOSTORE;785;29327;987;388
Andinostt;AntiguaGdl;785;22045;12095;40921
Andinostt;superpublico_;785;27800;14779;32069
Andinostt;Spaanimales;785;31327;1820;687
Andinostt;CuatrogatosLIJ;785;35716;20589;35236
IFPedestrians;CuatrogatosLIJ;31834;35716;20589;35236
Andinostt;AraukniaVirtual;785;10918;1434;557
rdamianiq;AraukniaVirtual;15704;10918;1434;557
Ashish78512086;AraukniaVirtual;38240;10918;1434;557
Alejand27jp;AraukniaVirtual;34696;10918;1434;557
Andinostt;LamaChile;785;12622;533;887
algocher11;LamaChile;2661;12622;533;887
Alejand82908232;LamaChile;28179;12622;533;887
Andinostt;Saborajazz;785;16053;1651;1230
diezx10JuanEmar;Saborajazz;40569;16053;1651;1230
Andinostt;PinUpChile1;785;33918;1037;591
Estefan78037806;PinUpChile1;31919;33918;1037;591
EReyesac;PinUpChile1;16783;33918;1037;591
Marlen58904461;PinUpChile1;28697;33918;1037;591
Andinostt;StEmilionJazz;785;30660;30117;36315
Cyril00846282;StEmilionJazz;26901;30660;30117;36315
Andinostt;turismoislamoch;785;29366;989;229
PlanetaQuintana;turismoislamoch;2081;29366;989;229
Andinostt;christopherries;785;18868;3170;2349
TomasHuisca;christopherries;6595;18868;3170;2349
Andinostt;agenciasportiva;785;29921;3156;6308
Andinostt;ungeekaparis;785;5017;27095;29935
Andinostt;LetGoLetPeace;785;3997;1136;506
Andinostt;TimFloresProd;785;18960;6760;5745
Andinostt;FullOutdoor;785;23177;4854;8480
Edo_Pizarro;FullOutdoor;2154;23177;4854;8480
septimamayor;FullOutdoor;14947;23177;4854;8480
Andinostt;Charlierwi;785;10803;1716;1210
Andinostt;chris_cisterna;785;32040;1897;199
Andinostt;Leanne_Montella;785;7471;1051;269
Andinostt;patricioliva81;785;34403;229;13
infosuroficial;patricioliva81;1514;34403;229;13
RNahuel_XXI;patricioliva81;39577;34403;229;13
Macaren93826953;Quintavaldivia5;787;14073;61;1467
valdivia_city;Quintavaldivia5;2989;14073;61;1467
2016cruce;Quintavaldivia5;26158;14073;61;1467
_Melyss_;MauroPardo2;788;14519;97;25
festivalfelina;MauroPardo2;26530;14519;97;25
galarcevni;MauroPardo2;21561;14519;97;25
_Melyss_;treceget;788;23207;57;14
_Melyss_;FUTUROABOGADO07;788;27999;2146;460
ChileKitness;FUTUROABOGADO07;36661;27999;2146;460
_Melyss_;LiveNLetDie91;788;11560;363;304
liejavicg;LiveNLetDie91;31255;11560;363;304
_Melyss_;chrissmcmillan;788;35295;14055;17217
_Melyss_;pelaitoo;788;32755;1245;225
terekliebs;pelaitoo;7569;32755;1245;225
_Melyss_;JusteMoi87;788;35593;243;60
Marko43484658;JusteMoi87;40640;35593;243;60
Stui_1904;JusteMoi87;13836;35593;243;60
_Melyss_;videos_y_musica;788;41481;22578;20833
_Melyss_;FollowUsToday;788;15388;22908;15295
_Melyss_;JLGalindoS;788;35517;70488;73842
_Melyss_;MovimientoUniv4;788;7203;59;36
VaneeYohana;MovimientoUniv4;1080;7203;59;36
Cristia12504804;maritimoport;790;7364;1296;4528
vladquil;maritimoport;41237;7364;1296;4528
Yerttypp;maritimoport;13717;7364;1296;4528
Cristia12504804;sai_turismo;790;16344;2286;1754
Patricioleivah1;sai_turismo;2424;16344;2286;1754
PAOLA43159885;CarlosA35628572;791;34726;361;11
Hdoriayury;CarlosA35628572;36616;34726;361;11
NikolToledo5;Alesi87;792;13401;165;8
NikolToledo4;Alesi87;1644;13401;165;8
lbsq06;Olorunf93604108;797;41209;828;54
karinpaola16;Olorunf93604108;13520;41209;828;54
lbsq06;critico2_;797;21896;21729;23868
www_gclex_es;critico2_;28333;21896;21729;23868
lbsq06;fadijoder;797;17458;42848;51412
Javier_ParraG;fadijoder;14095;17458;42848;51412
arnaldo_obando;fadijoder;41112;17458;42848;51412
lbsq06;fogondpalo;797;25522;35532;56593
lbsq06;carlosmb17;797;37376;2125;713
gonzadelrior;carlosmb17;4907;37376;2125;713
MundoCracksCL;carlosmb17;28260;37376;2125;713
tontoperonown;carlosmb17;6795;37376;2125;713
lbsq06;Gonzasalto199;797;15485;968;310
RalGuzm17108483;Gonzasalto199;19640;15485;968;310
lbsq06;CalevSoto;797;28287;4956;1337
Secretita;CalevSoto;5844;28287;4956;1337
lbsq06;sanpadrepio;797;16086;70149;159535
lbsq06;XIOSISO;797;40100;273;16
lbsq06;whynotsaint;797;22339;1807;3189
Antoniocubill15;whynotsaint;14599;22339;1807;3189
CarelessSons;whynotsaint;31211;22339;1807;3189
lbsq06;henry_moro;797;15417;988;432
ActMedica;henry_moro;19436;15417;988;432
THANDOZULU_;henry_moro;15258;15417;988;432
lbsq06;ararauna_ve;797;22099;6293;6184
josepal59;ararauna_ve;1851;22099;6293;6184
tamaraluzza;ararauna_ve;35910;22099;6293;6184
lbsq06;YaniraAguilarM;797;36371;396;171
lbsq06;miltonpulido7;797;40791;4995;3221
lbsq06;MaryOfficiall;797;23417;2774;17180
AugustoPino3;MaryOfficiall;30197;23417;2774;17180
MikersonConsta5;MaryOfficiall;26317;23417;2774;17180
lbsq06;chyna_adc;797;26431;2837;10537
lbsq06;gerardomorenot;797;16501;733;979
lbsq06;holaespan98765;797;8484;3214;1365
Claudiapluma;holaespan98765;31041;8484;3214;1365
lbsq06;PedroGa60931529;797;16978;2584;2718
lbsq06;LeandroRosalesM;797;30167;2242;2566
lbsq06;dhamarysron;797;17663;3819;572
lbsq06;maigualanz;797;22340;242;174
lbsq06;CrespoOsleida;797;32434;401;146
lbsq06;DamianPratJr;797;18401;795;277
lbsq06;Iron_Man10000;797;7868;847;373
padgraphy;Iron_Man10000;35801;7868;847;373
lbsq06;tonyorozco2015;797;14261;277;79
lbsq06;observador6969;797;38781;16831;25987
EugeMemr;observador6969;3020;38781;16831;25987
lbsq06;VictimsOfMyleen;797;15788;4572;348
lbsq06;miguelhotero;797;9326;1063360;1808321
pmgboada;miguelhotero;1586;9326;1063360;1808321
RobertoCadagan;miguelhotero;2844;9326;1063360;1808321
izz566;miguelhotero;28126;9326;1063360;1808321
lbsq06;jbrito231;797;14933;364;162
lbsq06;Marialis_25;797;20361;4150;3316
lbsq06;viajes_asesores;797;12456;3620;974
FelipeAndresNa6;viajes_asesores;11029;12456;3620;974
lbsq06;nancy10757;797;5569;2474;295
GloriaAstorga13;nancy10757;1621;5569;2474;295
gustavok1966;nancy10757;27664;5569;2474;295
lbsq06;Alexand51801831;797;16869;7;3
_ignacioenrique;Alexand51801831;1296;16869;7;3
lbsq06;SandraMalaveH;797;7675;987;261
lbsq06;AndresVelasqz;797;17896;9229;563075
lbsq06;ERORH;797;6800;840;1829
xexihappy;ERORH;36013;6800;840;1829
ciudadano_repub;ERORH;23747;6800;840;1829
DlegocraxKer;ERORH;2908;6800;840;1829
lbsq06;NeptaliMendoza2;797;23358;73;15
lbsq06;YenisRichardR;797;8325;217;58
C_Antonio15;YenisRichardR;5812;8325;217;58
lbsq06;Cab_Virgen;797;30900;2137;21465
Todosregionayse;Cab_Virgen;7087;30900;2137;21465
EGarca3;Cab_Virgen;10702;30900;2137;21465
lbsq06;yroca571;797;20555;757;192
Pink_Lady_2020;yroca571;10260;20555;757;192
azxxsunshine;yroca571;4136;20555;757;192
lbsq06;infomedisalud;797;7356;99228;112335
lbsq06;Manualfred34;797;32828;5003;2252
lbsq06;EstudVzlanosExt;797;3105;4354;4476
lbsq06;zonomopi27121;797;38847;66;12
lbsq06;Rz13Maria;797;33228;69;11
WDomange;Rz13Maria;37524;33228;69;11
fleepdj;Rz13Maria;9599;33228;69;11
lbsq06;alzheimerguayan;797;16712;1914;919
lbsq06;celesty30;797;13088;227;64
lbsq06;Affastrategies;797;9700;3445;1992
lbsq06;AuriCarras;797;40510;588;505
EdwardCordero;AuriCarras;29576;40510;588;505
dibanez81;AuriCarras;31783;40510;588;505
GordonMercedes9;AuriCarras;39182;40510;588;505
lbsq06;Gatubela050860;797;13055;136;26
lbsq06;herminiacolina;797;38025;1931;3219
lbsq06;LilisbethCardoz;797;7656;261;41
lbsq06;LAVERDADTORRES;797;41175;534;100
MarioCa49795871;LAVERDADTORRES;384;41175;534;100
lbsq06;floresanate;797;37953;480;267
accionfamilia;floresanate;12927;37953;480;267
lbsq06;arceque;797;13510;108;33
Tamaramedel2;arceque;38037;13510;108;33
lbsq06;mendez_juanjose;797;36878;1225;1160
lbsq06;DDmch;797;33291;40;23
ChantlerSally;DDmch;19366;33291;40;23
lbsq06;_sipayare;797;26129;123;43
Arantziwi;_sipayare;19181;26129;123;43
lbsq06;TaTa8889;797;40907;251;275
lbsq06;EDALVARADOR;797;26052;543;135
lbsq06;Mada_rr;797;11978;810;226
Maujosconper;Mada_rr;36170;11978;810;226
ZURD0FER;Mada_rr;12181;11978;810;226
lbsq06;yuraimaferrer;797;38949;178;19
lbsq06;KariAle79;797;35378;137;61
lbsq06;magdaluzg;797;3361;671;201
Edou_101;magdaluzg;36947;3361;671;201
lbsq06;lbritoc2306;797;34201;84;47
PaulaAjena;lbritoc2306;22941;34201;84;47
K1000IT0;lbritoc2306;30587;34201;84;47
lbsq06;Brigidinas;797;28743;412;595
AVERSIV4;Brigidinas;27599;28743;412;595
lbsq06;denunciaseguros;797;13471;3741;2904
lbsq06;InteRosi;797;7774;276;76
PauloSalinas;InteRosi;5683;7774;276;76
lbsq06;gigis_03_88;797;6391;584;202
SolarisDavid;gigis_03_88;31392;6391;584;202
lbsq06;ElsadeRivas;797;28022;1379;642
WahYu20089158;ElsadeRivas;16440;28022;1379;642
imaginarl;ElsadeRivas;16557;28022;1379;642
rbosnic;ElsadeRivas;5824;28022;1379;642
lbsq06;ConValores;797;23156;56713;105702
Estefan63478216;ConValores;921;23156;56713;105702
lbsq06;ElRayoPZO;797;36071;372;287
lbsq06;claretdel;797;14335;482;87
lbsq06;normaf91;797;4737;238;173
universaltheory;normaf91;15843;4737;238;173
lbsq06;JennyferGisella;797;17574;25;11
lbsq06;RBADUEL;797;22379;13719;115907
lbsq06;rangelyvienemas;797;6650;375;226
lbsq06;Addasegueri;797;12797;129;25
KerenaValpo;Addasegueri;24708;12797;129;25
lbsq06;fmisangre;797;22598;6061;44289
HectorRJP;fmisangre;6616;22598;6061;44289
lbsq06;Yoprotejo;797;36832;1914;2468
Sibucsc_BSA;Yoprotejo;10777;36832;1914;2468
ChytLibreria;Yoprotejo;27929;36832;1914;2468
lbsq06;HotelelAmparo;797;23373;441;264
_azahara_14;HotelelAmparo;6961;23373;441;264
muniriobueno;HotelelAmparo;17439;23373;441;264
lbsq06;juanvisente;797;38980;1475;1324
TuiterosDiestra;juanvisente;27010;38980;1475;1324
lbsq06;luisacge;797;12202;401;366
AICCTU_tweets;luisacge;29359;12202;401;366
NovenaCia_CBV;luisacge;34049;12202;401;366
EmpoderaTeteria;luisacge;26295;12202;401;366
lbsq06;frank_1491;797;31234;258;149
arturosandovalf;frank_1491;17646;31234;258;149
lbsq06;NoticiasExceso;797;10811;134304;154379
Caballo20778691;NoticiasExceso;11650;10811;134304;154379
lbsq06;Vzla_Moving;797;38788;13300;11863
keilina;Vzla_Moving;36758;38788;13300;11863
lbsq06;ComandoSB;797;21233;122870;2132055
lbsq06;doctorychef;797;32505;122;115
lbsq06;guarostv;797;32722;1141;1270
wladimi00409014;guarostv;17195;32722;1141;1270
lbsq06;diegohenriquedu;797;10622;991;383
lbsq06;2doGOMEZ;797;19327;3488;1691
lbsq06;Vene_Rock;797;26948;1308;1011
cesarsosa8;Vene_Rock;963;26948;1308;1011
lbsq06;henrique_S2_2;797;35929;299;99
lbsq06;Venezolana88;797;13861;1054;562
luimelmon;Venezolana88;22292;13861;1054;562
asinoeslacosa;Venezolana88;35102;13861;1054;562
cfontann;Venezolana88;21157;13861;1054;562
Erickbowserpak;Venezolana88;34200;13861;1054;562
lbsq06;esdata;797;7806;22163;58129
lbsq06;SINTABU1;797;40318;970;463
fiesta_dellibro;denisparra;798;20438;3051;2801
Marioty19621;denisparra;492;20438;3051;2801
laromygh;denisparra;4274;20438;3051;2801
fiesta_dellibro;primeralluvia;798;16695;4763;5181
MaruCoronadom;primeralluvia;2023;16695;4763;5181
kleincorretaje;primeralluvia;2495;16695;4763;5181
fiesta_dellibro;lasotito1;798;29718;1883;6389
fiesta_dellibro;espaciolibreria;798;38225;1202;1337
PatriciaCocq;espaciolibreria;1113;38225;1202;1337
layla__osman;espaciolibreria;2368;38225;1202;1337
fiesta_dellibro;strabuccoz;798;33025;2018;2043
fiesta_dellibro;manfres;798;3731;1008;530
rominiv;manfres;23849;3731;1008;530
fiesta_dellibro;SurDesafio;798;34585;1637;375
MIGUELA89797689;SurDesafio;1528;34585;1637;375
AleMp97209953;SurDesafio;2085;34585;1637;375
propfrutillar;SurDesafio;2199;34585;1637;375
fiesta_dellibro;InglesPVaras;798;39014;705;648
ale71267;InglesPVaras;1448;39014;705;648
kleincorretaje;InglesPVaras;2495;39014;705;648
fiesta_dellibro;EditorialUValpo;798;25244;7885;7174
trejo196858;EditorialUValpo;927;25244;7885;7174
LALO_00007;EditorialUValpo;1519;25244;7885;7174
MIGUELA89797689;EditorialUValpo;1528;25244;7885;7174
chechisir;EditorialUValpo;2025;25244;7885;7174
KennoMaulen;EditorialUValpo;2131;25244;7885;7174
layla__osman;EditorialUValpo;2368;25244;7885;7174
RICARDOGARCIA78;EditorialUValpo;2650;25244;7885;7174
fiesta_dellibro;camies___;798;6756;3169;3023
fiesta_dellibro;rmatusheim;798;25857;4270;1800
Omar_2502;rmatusheim;2938;25857;4270;1800
fiesta_dellibro;cristianogs;798;15047;3358;4679
fiesta_dellibro;hendrixchileno;798;39994;874;369
