followee;follower;id_followee;id_follower;followee_count;followers_count
CgarciaMir;RNewen1;1769;23484;478;4458
CgarciaMir;LaloDiMayo;1769;40155;759;66
CgarciaMir;thecar_club;1769;36649;1588;687
CgarciaMir;tooMuchRacquet;1769;4357;9813;19756
ukeleleygara;tooMuchRacquet;40619;4357;9813;19756
CgarciaMir;michele69028102;1769;12314;12061;13822
fae_sur;michele69028102;1858;12314;12061;13822
Rosmira36;michele69028102;14818;12314;12061;13822
CgarciaMir;TXplici;1769;19864;138;6
RosyQuezadaM1;BillryanSummer1;1770;24645;2934;735
Felipea54716219;BillryanSummer1;2740;24645;2934;735
rominaayancan;BillryanSummer1;5692;24645;2934;735
RosyQuezadaM1;Coniiidad_;1770;39097;262;47
RosyQuezadaM1;AlvaroIbarQ;1770;34333;1010;183
RichardGuardaC;gbarcos;1771;40433;131;99
RichardGuardaC;profe_lein;1771;40669;971;425
Interessado19;profe_lein;22303;40669;971;425
RichardGuardaC;vvta;1771;20595;6262;6265
MrFutbolista;vvta;4845;20595;6262;6265
RichardGuardaC;Chilexpress;1771;36122;13238;42095
RichardGuardaC;SEGULA_empleo;1771;4513;7772;7876
RichardGuardaC;die_go_b;1771;14042;1768;1511
RichardGuardaC;arevalopali;1771;30148;336;65
RichardGuardaC;magytaonly;1771;5024;97;9
RichardGuardaC;jacquel75579030;1771;31718;44;5
Joselo11192574;jacquel75579030;1852;31718;44;5
Cristob64324263;jacquel75579030;20411;31718;44;5
CuelloBaez;jacquel75579030;2945;31718;44;5
RichardGuardaC;patricioandrea7;1771;7016;50;6
Casamusicavaldi;patricioandrea7;35325;7016;50;6
RichardGuardaC;Ricardo01995516;1771;16217;106;24
RichardGuardaC;brusamariacrist;1771;31942;2387;56
en1mes;brusamariacrist;17029;31942;2387;56
RichardGuardaC;Alejandra915555;1771;18742;54;10
RichardGuardaC;gallegoscarlos4;1771;14783;135;32
RichardGuardaC;braxxil;1771;34576;614;97
RichardGuardaC;joel_serrot_;1771;33061;396;68
RichardGuardaC;NayoAedo;1771;34727;284;34
3Lr0N;NayoAedo;33807;34727;284;34
AwieC0c0;NayoAedo;14827;34727;284;34
RichardGuardaC;dalacost;1771;14383;538;374
nitrobids;dalacost;34795;14383;538;374
C_F_shipper;dalacost;7904;14383;538;374
RichardGuardaC;aggrouki;1771;24108;678;191
RichardGuardaC;Donvajon;1771;14695;182;46
emwusch;Donvajon;6131;14695;182;46
RichardGuardaC;AndreiRJ7;1771;15248;2552;401
catalinallendes;AndreiRJ7;7100;15248;2552;401
Pablosdfv;AndreiRJ7;13286;15248;2552;401
HPonceM;AndreiRJ7;29992;15248;2552;401
RichardGuardaC;QuirozFranck;1771;6598;1175;201
cp_Nico1;QuirozFranck;5294;6598;1175;201
RichardGuardaC;BurgosOlivera;1771;14582;39;3
jccaceresga26;BurgosOlivera;33081;14582;39;3
RichardGuardaC;Fac_Ing_UCT;1771;9149;936;208
Jennife91029851;Fac_Ing_UCT;12952;9149;936;208
MSabalzs;Fac_Ing_UCT;4113;9149;936;208
RichardGuardaC;FullMotorChile;1771;17456;22574;22510
carlos_Acerero;FullMotorChile;7965;17456;22574;22510
RichardGuardaC;feigz_rocha;1771;24805;388;153
rrcc_1978;feigz_rocha;12404;24805;388;153
RichardGuardaC;ConsultoraBHTCH;1771;13569;1868;965
RichardGuardaC;angelorumguarda;1771;27558;702;58
Comillasalmar;angelorumguarda;31542;27558;702;58
RichardGuardaC;SermacoA;1771;16015;1815;463
catar74;SermacoA;10953;16015;1815;463
RichardGuardaC;Isa_Cisterna;1771;10835;182;47
RichardGuardaC;DercoCenter;1771;16924;2742;7723
Walter_Vega_G;DercoCenter;13805;16924;2742;7723
Desintoxicante_;DercoCenter;26797;16924;2742;7723
RichardGuardaC;cristian_eh;1771;10146;1995;174
RichardGuardaC;pchy07;1771;31103;61;22
ANDRESROJASFLO5;pchy07;36725;31103;61;22
RichardGuardaC;diegobc1002;1771;22599;2387;745
Robby23231;diegobc1002;35914;22599;2387;745
RichardGuardaC;canal2tvchile;1771;6495;3575;12813
RichardGuardaC;Skamilo0;1771;10898;243;358
RichardGuardaC;margaritan066;1771;8808;205;141
MintrabAntofag;margaritan066;40328;8808;205;141
RichardGuardaC;SanMartinDaniel;1771;37915;761;150
RichardGuardaC;Pregoner0;1771;19840;189;66
FlorenciaNoMas2;Pregoner0;19169;19840;189;66
RichardGuardaC;Noxfy;1771;7351;1095;749
RichardGuardaC;danielserdio;1771;30564;128620;114467
parisiquintero;danielserdio;2497;30564;128620;114467
Jenny_Jara_G;danielserdio;2700;30564;128620;114467
Daniel38276591;danielserdio;15927;30564;128620;114467
RichardGuardaC;MarioGuarda;1771;19575;22;2
rubendariodiazm;MarioGuarda;8750;19575;22;2
RichardGuardaC;karenayleenpc;1771;24042;69;26
CristinaKariste;karenayleenpc;9528;24042;69;26
RichardGuardaC;WinSrvExpert;1771;3333;3214;2503
Lube71324260;WinSrvExpert;4091;3333;3214;2503
RichardGuardaC;chio_t;1771;29036;81;39
Alejado33;chio_t;32946;29036;81;39
F_J_G_L;chio_t;7071;29036;81;39
RichardGuardaC;perezparraguezp;1771;26371;841;238
EduardoVenezian;perezparraguezp;11854;26371;841;238
RichardGuardaC;3005_www;1771;31090;24;2
RichardGuardaC;ProductosTemuco;1771;11739;554;296
RichardGuardaC;MassuAqueveque;1771;33316;133;60
RichardGuardaC;Janittox;1771;16706;953;459
RichardGuardaC;ilovetuiter;1771;11744;1556;970
Catherineseo1;ilovetuiter;17386;11744;1556;970
RichardGuardaC;jorgebravosuazo;1771;16287;66;26
nicokrapa;jorgebravosuazo;31656;16287;66;26
simsamr;jorgebravosuazo;32256;16287;66;26
RichardGuardaC;CarlitoVidal;1771;10572;220;107
angieestefaniat;CarlitoVidal;3024;10572;220;107
RichardGuardaC;lilita_fernanda;1771;22627;1799;272
RichardGuardaC;oeguzman;1771;20229;241;157
RichardGuardaC;phpavez;1771;11609;233;67
fagoecon;phpavez;38952;11609;233;67
RichardGuardaC;iyttta;1771;14285;37;26
Cokedonbear;iyttta;38639;14285;37;26
yvnskt3;iyttta;12770;14285;37;26
CesarRFigueroa;iyttta;30741;14285;37;26
ConValores;iyttta;23156;14285;37;26
algiduscutis;iyttta;30162;14285;37;26
RichardGuardaC;DanielaBr00;1771;36137;204;26
RichardGuardaC;Dre0326;1771;32315;26;22
RichardGuardaC;luisfabiaan;1771;12629;3063;2952
Apandawriter;luisfabiaan;31188;12629;3063;2952
RichardGuardaC;baraya90;1771;34127;621;186
RichardGuardaC;alofredo;1771;22315;256;107
RichardGuardaC;jona_x20;1771;6600;61;9
ceroalaizqd;jona_x20;37016;6600;61;9
RichardGuardaC;ingdavirb;1771;28371;2116;1674
Antoniocubill15;ingdavirb;14599;28371;2116;1674
RichardGuardaC;jotasvec;1771;19790;603;250
RichardGuardaC;Elsberth;1771;3657;87;36
RichardGuardaC;jalvarezbaez;1771;11761;573;196
RichardGuardaC;caici_uct;1771;3304;117;133
RichardGuardaC;maca_carcamom;1771;32892;126;63
GestionsocialI;maca_carcamom;15666;32892;126;63
RichardGuardaC;liiszh;1771;30801;446;476
RichardGuardaC;vane_adriazola;1771;38069;54;76
RichardGuardaC;shingocrates;1771;33699;186;186
RichardGuardaC;ICI_LuisBarriga;1771;40332;43;7
RichardGuardaC;vazm28;1771;22622;28;17
RosWislet;vazm28;3607;22622;28;17
RichardGuardaC;eldonbenja;1771;16266;542;588
raulhernan1959;eldonbenja;7474;16266;542;588
RichardGuardaC;MaritzaCortes_;1771;34746;247;59
ErickMilla11;MaritzaCortes_;7272;34746;247;59
RichardGuardaC;Guido_Matus;1771;26267;700;369
RichardGuardaC;robertohidalgo;1771;16779;227;62
ANDRESROJASFLO5;robertohidalgo;36725;16779;227;62
RichardGuardaC;apmiranda1988;1771;15576;296;57
RichardGuardaC;funny1videos;1771;6879;264;70
Oo_Saturnine_oO;funny1videos;7313;6879;264;70
NovenaCia_CBV;funny1videos;34049;6879;264;70
gonzalithium;dauriusfigueira;1773;32807;150;54
davidgnatal;dauriusfigueira;39849;32807;150;54
gonzalithium;AndresKosterli1;1773;19530;339;139
elnicoespinoza;AndresKosterli1;40025;19530;339;139
gonzalithium;Stevewal63;1773;39555;25959;28674
gonzalithium;TatianaDP2020;1773;5405;6845;6221
jadueista;TatianaDP2020;10240;5405;6845;6221
gonzalithium;DonPacoA;1773;36653;88332;82569
gonzalithium;konitukio;1773;24666;3179;1141
gonzalithium;EafVector;1773;35990;332;217
gonzalithium;budtheisen;1773;38285;1517;551
lloviznamortal;budtheisen;12802;38285;1517;551
gonzalithium;AnitaAlcalaG;1773;39254;12814;13096
camilaceverio;AnitaAlcalaG;18547;39254;12814;13096
p_ward_ramdohr;AnitaAlcalaG;17479;39254;12814;13096
gonzalithium;enricatri_21k;1773;34490;68;17
Carol53856596;enricatri_21k;2195;34490;68;17
djgersonRodrig1;JeanethSnchezD1;1776;30396;572;329
MAGNOLIADUQUE1;JeanethSnchezD1;23741;30396;572;329
djgersonRodrig1;EliMart93167313;1776;20008;97;21
ERNESTMARTI;EliMart93167313;18410;20008;97;21
jriveraalquinta;EliMart93167313;30657;20008;97;21
patricioarieldu;cconism;1777;21732;16;3
HeftTees;cconism;27610;21732;16;3
patricioarieldu;antoignaciaaaa;1777;7935;60;26
patricioarieldu;quitbeingbroke;1777;26863;28104;28384
patricioarieldu;RozasMarly;1777;31155;115;24
patricioarieldu;CopaEclipse;1777;11940;873;180
patricioarieldu;Gabyta_CF;1777;25945;77;27
The_Scientist20;Gabyta_CF;33599;25945;77;27
expovinilos;Gabyta_CF;11081;25945;77;27
patricioarieldu;sebastin_montes;1777;40866;150;29
patricioarieldu;UrraZapata95;1777;6537;44;17
carlospoveda16;UrraZapata95;10743;6537;44;17
yere_simon;UrraZapata95;986;6537;44;17
patricioarieldu;Remezon;1777;14514;3554;3222
patricioarieldu;aars_an;1777;14977;135;230
patricioarieldu;albertcito;1777;6932;1682;487
patricioarieldu;TarreoWWEChile;1777;34154;2888;2770
NoTengoCara__;TarreoWWEChile;27814;34154;2888;2770
patricioarieldu;Emberzmusic;1777;32493;6573;6304
EspartagoF;Emberzmusic;17863;32493;6573;6304
patricioarieldu;fleepdj;1777;9599;617;193
patricioarieldu;cristian_avi_;1777;23485;2138;2029
ps_francia;cristy_adams;1780;24432;201;11
Nataliacdtad17;cristy_adams;38538;24432;201;11
ps_francia;EscFrancia_Vald;1780;32945;35;50
bianca_monsalve;EscFrancia_Vald;1973;32945;35;50
ps_francia;free_rise1;1780;17501;1035;588
Remi_Vodka;free_rise1;2997;17501;1035;588
VictorGhibli;free_rise1;32440;17501;1035;588
Ishka73710211;StyCrearte;1781;7556;2925;2169
Camila56867226;Cristob02289546;1783;40853;450;18
carminicat;quizasconquien;1786;9190;831;278
carminicat;javitamiranda;1786;4236;776;983
paris_constanza;javitamiranda;39676;4236;776;983
carminicat;elbryanaraya;1786;35778;958;238
eai_Nataly;BallenasCol;1787;20629;115;6
eai_Nataly;Gustavo24270845;1787;32864;1202;202
Carolina__Olave;Gustavo24270845;2143;32864;1202;202
Giovanni_7_8;Gustavo24270845;19656;32864;1202;202
CarcamoRoxy;A_ArellanoW;1789;19633;471;11
AntisemitismoR;A_ArellanoW;29380;19633;471;11
CarcamoRoxy;Ronnynorambuena;1789;11192;1352;800
herminiacolina;Ronnynorambuena;38025;11192;1352;800
CarcamoRoxy;electricautalca;1789;27661;2655;1569
rrmujica;electricautalca;39479;27661;2655;1569
CarcamoRoxy;Morksten;1789;19570;4412;3032
HelpnetChile;Morksten;11536;19570;4412;3032
CarcamoRoxy;Jubamasol;1789;5955;4874;427
femmelocal;Jubamasol;14738;5955;4874;427
Pedro30387933;Jubamasol;616;5955;4874;427
CarcamoRoxy;mpobletevega76;1789;26683;3149;1106
CarcamoRoxy;Carli8383;1789;4524;111;4
camila_royo;Carli8383;37733;4524;111;4
CarcamoRoxy;gitanitoventas;1789;31489;2796;1231
CarcamoRoxy;PanchitoGaFe;1789;11088;992;191
BillryanSummer1;PanchitoGaFe;24645;11088;992;191
Miguelpearlalbo;PanchitoGaFe;41392;11088;992;191
daldoney;PanchitoGaFe;41297;11088;992;191
CarcamoRoxy;JuanNue20814509;1789;24082;908;197
laputamoda;JuanNue20814509;37636;24082;908;197
Erazopropiedade;JuanNue20814509;35926;24082;908;197
CarcamoRoxy;mariacristina_3;1789;5594;505;150
CarcamoRoxy;pancho_lopez_a;1789;17654;6103;6032
CarcamoRoxy;Ingridde_Jesus;1789;5929;653;156
1DFK_LAUNION;Ingridde_Jesus;40993;5929;653;156
CarcamoRoxy;Marcheeloo_;1789;3217;871;696
Carol53856596;Marcheeloo_;2195;3217;871;696
DanielOjedaS;DrCem7;1790;27442;3337;460
omargonzalezr01;DrCem7;29827;27442;3337;460
DanielOjedaS;CristobalRosasL;1790;4539;806;890
DanielOjedaS;LaCuyanaMorena;1790;8801;776;321
DanielOjedaS;NicoBohme;1790;22700;1082;2140
DoctorRed95;NicoBohme;2244;22700;1082;2140
DanielOjedaS;eduu_rubilar;1790;4109;322;32
mayricioantone;eduu_rubilar;12823;4109;322;32
linero_montes;eduu_rubilar;24687;4109;322;32
anfudga;eduu_rubilar;30047;4109;322;32
DanielOjedaS;GriegTw;1790;26963;337;112
DanielOjedaS;Rihanna41280054;1790;16852;10;2
DanielOjedaS;almadenag_;1790;21494;4938;5730
Tigrecruces;almadenag_;29628;21494;4938;5730
DanielOjedaS;jpalummo;1790;22733;5872;22671
DanielOjedaS;malvocc;1790;11336;1999;1426
DanielOjedaS;giovannaroa;1790;6060;1393;5705
DanielOjedaS;venausanet;1790;36702;1122;49
p_almonacid;venausanet;22013;36702;1122;49
DanielOjedaS;Antonietamille;1790;36486;5196;6593
DanielOjedaS;Aleutico;1790;36899;1004;1023
oscarcecilio;Aleutico;8657;36899;1004;1023
DanielOjedaS;cherdelapobla;1790;36913;8740;10597
DuplosCL;cherdelapobla;8745;36913;8740;10597
DanielOjedaS;rodrigortegaf;1790;14984;4211;1562
DanielOjedaS;franciscoyapo;1790;32729;2309;3571
rsgabogado;franciscoyapo;6786;32729;2309;3571
DanielOjedaS;terekliebs;1790;7569;2362;1258
DanielOjedaS;pabloandres_co;1790;36068;2878;5330
virgenparatodo;pabloandres_co;25141;36068;2878;5330
DanielOjedaS;Melissa22621494;1790;4943;1862;42
Yahyasonko9;Melissa22621494;26081;4943;1862;42
DanielOjedaS;OldSchoolPunkLA;1790;19174;2753;2424
PurlyWyteOnDeck;OldSchoolPunkLA;7007;19174;2753;2424
DanielOjedaS;natafig_79;1790;15234;258;85
DanielOjedaS;Robinshot;1790;30744;1858;1004
DanielOjedaS;adrian_goodrich;1790;21036;5888;5638
tamcita_meneses;adrian_goodrich;1900;21036;5888;5638
pachidiaze;adrian_goodrich;2374;21036;5888;5638
DanielOjedaS;citylightzmusic;1790;10243;4807;10482
DanielOjedaS;NadieSobra_cl;1790;20613;976;1090
karinamv37;NadieSobra_cl;25597;20613;976;1090
DanielOjedaS;rmmatus;1790;11173;3807;2731
DanielOjedaS;N_aullon;1790;33277;1401;867
DanielOjedaS;pulpotuerto;1790;39501;994;253
juanjazzis;pulpotuerto;2757;39501;994;253
mcanas;pulpotuerto;23239;39501;994;253
ElsaDia21179761;pulpotuerto;24245;39501;994;253
DanielOjedaS;CyranaBergerac;1790;8470;2114;2118
DanielOjedaS;Delvientonegrx;1790;33184;284;101
DanielOjedaS;raul_morales;1790;9352;1862;3033
DanielOjedaS;edo1410;1790;28949;3809;2999
LLaikona;edo1410;22838;28949;3809;2999
DJ_ChiiPMariio;edo1410;5204;28949;3809;2999
DanielOjedaS;lee0969;1790;40701;11550;11772
DanielOjedaS;DaveWeasel;1790;28423;95286;534282
ZGCP1983;DaveWeasel;35087;28423;95286;534282
DanielOjedaS;Cristia92137120;1790;33911;4746;2073
DanielOjedaS;Kako_Norambuena;1790;29443;1010;243
xFVVA;Kako_Norambuena;1850;29443;1010;243
sebandres_;Kako_Norambuena;2164;29443;1010;243
DanielOjedaS;TheGnudz;1790;33986;8365;13114
RAMNZERPA11;TheGnudz;20693;33986;8365;13114
DanielOjedaS;SebastianNK93;1790;13479;754;405
samperiog;SebastianNK93;6127;13479;754;405
DanielOjedaS;eeethereal;1790;3341;3047;2042
DanielOjedaS;LolaOlave;1790;7873;5692;5942
yverag;LolaOlave;17348;7873;5692;5942
Guariznaque_77;LolaOlave;37313;7873;5692;5942
DanielOjedaS;nanyta_rojas;1790;12300;278;107
DanielOjedaS;CiudadanoNico_;1790;23751;2139;2057
marty7733;CiudadanoNico_;35145;23751;2139;2057
DanielOjedaS;alvarosandovalo;1790;15015;942;595
DanielOjedaS;FcoGLM;1790;30063;1089;965
marcarlavilla;FcoGLM;30031;30063;1089;965
DanielOjedaS;PabloBecker_PBC;1790;40823;2887;706
bomberos_antof;PabloBecker_PBC;5390;40823;2887;706
DanielOjedaS;felip_90;1790;39282;750;639
BinnLui;felip_90;15989;39282;750;639
Julio82Palma;felip_90;29237;39282;750;639
DanielOjedaS;PeterZaitsev;1790;38403;16955;38057
DanielOjedaS;nikolrominaa;1790;12042;1125;361
castano30vald;nikolrominaa;1872;12042;1125;361
eretes;nikolrominaa;11376;12042;1125;361
DanielOjedaS;WeichanMillapan;1790;9421;883;612
DanielOjedaS;CarrenoVicencio;1790;6460;25;7
ColormyDog;CarrenoVicencio;37794;6460;25;7
DanielOjedaS;morin_cl;1790;41330;2504;2672
parranicole4;morin_cl;27654;41330;2504;2672
DanielOjedaS;MarianoLopez_cl;1790;8124;1107;1211
LuisASalazarH;MarianoLopez_cl;11618;8124;1107;1211
DanielOjedaS;Flofylulay;1790;19881;96;10
DanielOjedaS;gustavopinedaz;1790;4796;541;177
DanielOjedaS;MakarenaMuoz15;1790;35272;3;2
DanielOjedaS;lapublicista_cl;1790;9886;2701;4270
dj_moha;lapublicista_cl;1924;9886;2701;4270
minavedecristal;lapublicista_cl;1981;9886;2701;4270
ciudadanoidiota;lapublicista_cl;2427;9886;2701;4270
Delextranjero;lapublicista_cl;3162;9886;2701;4270
DanielOjedaS;WGarridoC;1790;20206;983;929
minavedecristal;WGarridoC;1981;20206;983;929
PRANIL4U;WGarridoC;11599;20206;983;929
DanielOjedaS;Jeypi75568323;1790;8709;142;17
Asoflo2;Jeypi75568323;2422;8709;142;17
Mrgiffff;Jeypi75568323;28428;8709;142;17
macabile2;Jeypi75568323;40914;8709;142;17
Jonatha74686628;Fernand38542834;1791;12132;16;0
12cruzados;Chantellejerko2;1792;35492;3389;160
tarsis472017;Chantellejerko2;1691;35492;3389;160
CentenariaCE;Chantellejerko2;6558;35492;3389;160
indignados__cl;Chantellejerko2;11033;35492;3389;160
12cruzados;diegojulio_p;1792;39944;534;89
12cruzados;Andresro1978;1792;9529;48;6
Noticia_Opinion;Andresro1978;41816;9529;48;6
CrisRefuse;Andresro1978;12034;9529;48;6
12cruzados;nosovpanteleim1;1792;13804;4247;267
12cruzados;belovpankrat191;1792;25370;4558;135
marceeeeeeeUH;belovpankrat191;4175;25370;4558;135
12cruzados;ojak97542468;1792;37470;13;5
12cruzados;elcastelar1;1792;19759;372;66
12cruzados;namelesscatttt;1792;32553;1670;601
12cruzados;shelbynicoleb_;1792;20772;788;223
12cruzados;Wxnd3rful;1792;41104;626;315
etica;Wxnd3rful;20173;41104;626;315
12cruzados;Michelle_Guajar;1792;21718;703;588
12cruzados;FlorGonzalez211;1792;12739;285;265
PaulyAranda1;FlorGonzalez211;8159;12739;285;265
12cruzados;kissdude96;1792;33076;1896;846
12cruzados;ShinitoBriones;1792;12759;14;2
juana_amaya;ShinitoBriones;16983;12759;14;2
12cruzados;UC_Catolica;1792;19843;6000;6111
ChaskonaMarce;UC_Catolica;2303;19843;6000;6111
soyelopez;pradel_luis;1793;14459;11;0
fabian250275;pradel_luis;28158;14459;11;0
soyelopez;somoslogan;1793;32349;326636;445639
SALUDORIENTE;somoslogan;16312;32349;326636;445639
soyelopez;cotyhitschfeld;1793;6628;648;276
soyelopez;KichyLissette;1793;35701;62;12
robertonappe;KichyLissette;16903;35701;62;12
tokyorealeyes;KichyLissette;39943;35701;62;12
soyelopez;ldautos;1793;11460;6416;8160
soyelopez;tyb_autos;1793;14926;7812;9455
soyelopez;automotora_net;1793;5310;6566;8212
sandra_von;automotora_net;28107;5310;6566;8212
soyelopez;clasic_motors;1793;16171;8193;10930
naviaduck;clasic_motors;41338;16171;8193;10930
soyelopez;alfi_izmar;1793;11678;86;10
soyelopez;1diatablas;1793;23605;1399;305
GarielaaSofia;1diatablas;36670;23605;1399;305
arrobajd;1diatablas;37419;23605;1399;305
soyelopez;grandekiss;1793;26123;1114;50
valpajaritos;grandekiss;32354;26123;1114;50
Neo_Globe;grandekiss;18980;26123;1114;50
joserod82805396;grandekiss;37204;26123;1114;50
soyelopez;asvpxsvra;1793;29587;1115;38
JLeonardo1710;asvpxsvra;11552;29587;1115;38
Intidelsur;asvpxsvra;23863;29587;1115;38
soyelopez;fernando13609;1793;31160;187;60
soyelopez;sansaik123;1793;24642;137;16
MaryValdilluvia;sansaik123;5703;24642;137;16
soyelopez;cdc_upa;1793;26845;3358;3890
Maritasaldivia;cdc_upa;2668;26845;3358;3890
soyelopez;faundes_jose;1793;10615;112;23
EdmundoRetamal;faundes_jose;19273;10615;112;23
soyelopez;Benja_CCastro;1793;20345;242;78
soyelopez;servidibujo1;1793;40046;37;2
soyelopez;Cruzados;1793;19091;7139;155087
educavialchile;Cruzados;25962;19091;7139;155087
soyelopez;pulgar931;1793;13599;216;11
soyelopez;albert_inost;1793;3962;89;21
vicentemoragad;albert_inost;13607;3962;89;21
Aecruz22;albert_inost;40005;3962;89;21
soyelopez;ExpoMotosChile;1793;3204;1194;928
jordigarciatv;ExpoMotosChile;7674;3204;1194;928
soyelopez;pipypedrozo;1793;35237;859;209
Lokatos_TemUCo;pipypedrozo;17492;35237;859;209
soyelopez;Legarda;1793;35723;2041;170871
ceci__hernandez;Legarda;31939;35723;2041;170871
soyelopez;PromoUrban1;1793;12451;1885;498
expo_sur;PromoUrban1;20854;12451;1885;498
CiudadPlan;PromoUrban1;11583;12451;1885;498
soyelopez;JPCTOPO;1793;12366;889;835
soyelopez;antoniomirann;1793;18849;44;1
Ali__CBA;antoniomirann;26786;18849;44;1
soyelopez;SalonNotreDame;1793;5721;72984;103030
DiiegoDelEFORE;SalonNotreDame;10894;5721;72984;103030
soyelopez;castienglert;1793;29523;49;18
soyelopez;JackSparrowDice;1793;28725;147590;270057
EduardoHebel;JackSparrowDice;28680;28725;147590;270057
Valeria08972270;JackSparrowDice;13398;28725;147590;270057
soyelopez;Claudiag91__;1793;13508;1429;2316
albert0moralesf;Claudiag91__;12795;13508;1429;2316
soyelopez;yayimaar;1793;37654;1200;1658
Pancho_Ancho;yayimaar;34212;37654;1200;1658
soyelopez;crackberrista;1793;31468;238212;353036
DeniseAhrens1;crackberrista;32550;31468;238212;353036
funny1videos;crackberrista;6879;31468;238212;353036
soyelopez;AndresGilmusic;1793;37206;98279;119299
Dpm_Chile2020;AndresGilmusic;14681;37206;98279;119299
soyelopez;_Monica_Duran_;1793;23171;1555;563
RenataCalquinC;_Monica_Duran_;15356;23171;1555;563
BsbsoldiersC;_Monica_Duran_;33853;23171;1555;563
soyelopez;EsMaracaibo;1793;31940;158998;315333
Fabian73428142;EsMaracaibo;29880;31940;158998;315333
GoldCreekVR;EsMaracaibo;9169;31940;158998;315333
soyelopez;Alveofilia;1793;10044;1072;6928
soyelopez;Marco_Agc;1793;28675;409065;484758
soyelopez;mcoronafernande;1793;41584;210;112
CarlaSantanaSM;mcoronafernande;11957;41584;210;112
lemonsminute;mcoronafernande;12190;41584;210;112
soyelopez;FollowRapidito;1793;22908;199207;253400
soyelopez;mariamlisveth;1793;28878;230;266
_Color_Correct;mariamlisveth;7748;28878;230;266
sebajerez;mariamlisveth;27545;28878;230;266
soyelopez;EsFraseMovie;1793;22215;170940;342035
soyelopez;bigscrillayrn;1793;23279;3640;5631
soyelopez;equilibrioboard;1793;18289;166;583
soyelopez;_Elesquelutem;1793;34472;37274;66407
soyelopez;Teo_TM_;1793;12028;10639;8703
josealaniac;Teo_TM_;40073;12028;10639;8703
Helen_ReyesT;Teo_TM_;41706;12028;10639;8703
PanchiJugo;Teo_TM_;38739;12028;10639;8703
soyelopez;MiguelMolinas_;1793;26471;16022;13868
soyelopez;mhirygz;1793;28351;1083;1658
soyelopez;MarioLoma12;1793;32330;2702;5497
soyelopez;JoelChavarriaok;1793;37884;45717;54995
alenkay;JoelChavarriaok;29416;37884;45717;54995
soyelopez;_TakeFollowers;1793;24586;26689;29161
Maritasaldivia;_TakeFollowers;2668;24586;26689;29161
cbizama;_TakeFollowers;2738;24586;26689;29161
soyelopez;Esteban_Dom20;1793;34582;6344;9279
soyelopez;paulitatriz;1793;32675;580;626
soyelopez;richardva19;1793;31180;1724;1393
soyelopez;LautiBeltrandoo;1793;37271;1555;2690
muday1369;LautiBeltrandoo;24898;37271;1555;2690
soyelopez;AndyFoxMac;1793;18636;1663;334
soyelopez;Dianaeche2;1793;37032;1190;236
Angelicadiaz281;Dianaeche2;15272;37032;1190;236
masajexpresayv;Dianaeche2;21438;37032;1190;236
soyelopez;Yerson_sotoo;1793;40877;2787;3399
itsLoveBieber_;Yerson_sotoo;37904;40877;2787;3399
soyelopez;Camicasstro;1793;29569;14187;15621
capuchanews1;Camicasstro;40144;29569;14187;15621
soyelopez;soytaospueblo;1793;34367;26541;158235
soyelopez;cheryautoparts;1793;31409;1961;827
soyelopez;KinoCL;1793;14012;3596;19243
EmRussellChile;KinoCL;24838;14012;3596;19243
soyelopez;iSoyCrush;1793;3549;12457;17723
Nysar7;iSoyCrush;24314;3549;12457;17723
soyelopez;KendalHarry;1793;13656;455;85
soyelopez;rolsersantiago;1793;26981;1033;241
elisadroguett;rolsersantiago;26817;26981;1033;241
soyelopez;encanchacl;1793;34457;5500;10466
ChaskonaMarce;encanchacl;2303;34457;5500;10466
darielavg;encanchacl;5566;34457;5500;10466
soyelopez;cspeaker88_;1793;34647;2779;3353
JETSETTlNG;cspeaker88_;22287;34647;2779;3353
soyelopez;CMRchile;1793;16091;3432;35139
rodmsaez;CMRchile;1990;16091;3432;35139
PatriciaComas3;CMRchile;23475;16091;3432;35139
soyelopez;MarceAmpuero;1793;26009;858;696
soyelopez;footballbalon;1793;4252;12323;52334
YlosabesLo;footballbalon;12719;4252;12323;52334
soyelopez;celimary;1793;37956;641;794
Hernan_Plx;celimary;29477;37956;641;794
soyelopez;AleejHernandez;1793;36622;789;233
soyelopez;catita_996;1793;12446;381;77
soyelopez;EmiCruzadaa;1793;11365;983;418
pazfigueroa1992;EmiCruzadaa;5501;11365;983;418
villafrancale;EmiCruzadaa;35240;11365;983;418
nustalgias;EmiCruzadaa;13413;11365;983;418
soyelopez;Patriota_UC;1793;26629;3344;1504
soyelopez;TuCrecimiento;1793;25206;70827;119424
soyelopez;GSM_Chile;1793;19302;314;669
conie_sport;GSM_Chile;39017;19302;314;669
soyelopez;ChicaNormallove;1793;19023;1214;828
soyelopez;_sybill_;1793;23918;1063;1191
soyelopez;GritoGol;1793;40896;1345;4213
soyelopez;CruzadosOnline;1793;35619;187;4618
soyelopez;nicolecastro84;1793;6538;1681;268
AnacletaDice;nicolecastro84;29645;6538;1681;268
pamgeywitz;JuanCar42684611;1794;7686;696;154
SergioV89840062;JuanCar42684611;12026;7686;696;154
Victor28Morales;JuanCar42684611;20289;7686;696;154
pamgeywitz;LAlvaradom81;1794;24207;99;11
Kimatthewest;LAlvaradom81;3654;24207;99;11
blockchaindigi1;LAlvaradom81;35688;24207;99;11
